F0212,B0725,A006,66
F0213,B0729,A006,70
F0214,B0762,A006,37
F0215,B0781,A006,37
F0216,B0931,A006,70
F0217,B1012,A006,71
F0218,B1098,A006,55
F0219,B1276,A006,63
F0220,B1388,A006,49
F0221,B1407,A006,23
F0222,B1453,A006,66
F0223,B1589,A006,73
F0224,B1591,A006,39
F0225,B1818,A006,28
F0226,B1923,A006,17
F0227,B1977,A006,80
F0228,B2053,A006,18
F0229,B2120,A006,64
F0230,B2152,A006,81
F0231,B2223,A006,47
F0232,B2334,A006,12
F0233,B2376,A006,53
F0234,B2517,A006,99
F0235,B2556,A006,39
F0236,B2622,A006,27
F0237,B2842,A006,14
F0238,B2915,A006,45
F0239,B2925,A006,15
F0240,B2943,A006,25
F0241,B2948,A006,50
F0242,B2966,A006,24
F0243,B2971,A006,37
F0244,B3164,A006,44
F0245,B3320,A006,11
F0246,B3615,A006,14
F0247,B3619,A006,26
F0248,B3684,A006,20
F0249,B3721,A006,79
F0250,B3756,A006,40
F0251,B3816,A006,43
F0252,B3847,A006,25
F0253,B4117,A006,26
F0254,B4225,A006,57
F0255,B4397,A006,23
F0256,B4401,A006,23
F0257,B4419,A006,55
F0258,B4454,A006,37
F0259,B4553,A006,33
F0260,B4588,A006,38
F0261,B4652,A006,55
F0262,B4791,A006,20
F0263,B4862,A006,31
F0264,B4993,A006,74
F0265,B5280,A006,18
F0266,B5551,A006,26
F0267,B5557,A006,19
F0268,B5565,A006,23
F0269,B5569,A006,32
F0270,B5733,A006,44
F0271,B5794,A006,48
F0272,B5830,A006,52
F0273,B5943,A006,35
F0274,B5956,A006,47
F0275,B6109,A006,33
F0276,B6110,A006,32
F0277,B6141,A006,58
F0278,B6180,A006,58
F0279,B6190,A006,26
F0280,B6226,A006,20
F0281,B6477,A006,37
F0282,B6572,A006,26
F0283,B6605,A006,24
F0284,B6645,A006,9
F0285,B6834,A006,61
F0286,B6851,A006,14
F0287,B6874,A006,32
F0288,B6916,A006,40
F0289,B7010,A006,27
F0290,B7075,A006,39
F0291,B7098,A006,17
F0292,B7117,A006,56
F0293,B7168,A006,46
F0294,B7251,A006,43
F0295,B7430,A006,38
F0296,B7622,A006,37
F0297,B7793,A006,38
F0298,B7807,A006,56
F0299,B7843,A006,69
F0300,B7929,A006,56
F0301,B7950,A006,31
F0302,B8062,A006,34
F0303,B8210,A006,25
F0304,B8253,A006,26
F0305,B8387,A006,23
F0306,B8503,A006,11
F0307,B8505,A006,23
F0308,B8521,A006,34
F0309,B8682,A006,8
F0310,B0022,A007,60
F0311,B0115,A007,37
F0312,B0146,A007,54
F0313,B0426,A007,39
F0314,B0482,A007,39
F0315,B0556,A007,30
F0316,B0624,A007,45
F0317,B0721,A007,21
F0318,B0824,A007,36
F0319,B0840,A007,58
F0320,B0858,A007,48
F0321,B0921,A007,50
F0322,B0996,A007,26
F0323,B1008,A007,78
F0324,B1347,A007,96
F0325,B1399,A007,26
F0326,B1404,A007,41
F0327,B1433,A007,12
F0328,B1468,A007,30
F0329,B1615,A007,64
F0330,B1719,A007,57
F0331,B1945,A007,19
F0332,B1951,A007,56
F0333,B2071,A007,42
F0334,B2132,A007,12
F0335,B2249,A007,77
F0336,B2415,A007,23
F0337,B2503,A007,32
F0338,B2521,A007,96
F0339,B2814,A007,71
F0340,B3105,A007,15
F0341,B3113,A007,29
F0342,B3149,A007,21
F0343,B3354,A007,37
F0344,B3434,A007,25
F0345,B3467,A007,14
F0346,B3516,A007,37
F0347,B3524,A007,92
F0348,B3597,A007,71
F0349,B3823,A007,24
F0350,B3942,A007,57
F0351,B4009,A007,25
F0352,B4018,A007,19
F0353,B4021,A007,61
F0354,B4216,A007,42
F0355,B4268,A007,99
F0356,B4409,A007,47
F0357,B4442,A007,7
F0358,B4764,A007,53
F0359,B4829,A007,77
F0360,B5011,A007,24
F0361,B5060,A007,5
F0362,B5306,A007,60
F0363,B5437,A007,45
F0364,B5544,A007,74
F0365,B5572,A007,10
F0366,B5741,A007,55
F0367,B5747,A007,30
F0368,B5788,A007,22
F0369,B5967,A007,29
F0370,B5991,A007,10
F0371,B6225,A007,34
F0372,B6260,A007,43
F0373,B6378,A007,33
F0374,B6474,A007,7
F0375,B6535,A007,23
F0376,B6611,A007,12
F0377,B6844,A007,11
F0378,B6870,A007,6
F0379,B6884,A007,69
F0380,B6958,A007,32
F0381,B6986,A007,24
F0382,B7000,A007,24
F0383,B7041,A007,34
F0384,B7045,A007,44
F0385,B7131,A007,56
F0386,B7255,A007,13
F0387,B7848,A007,47
F0388,B7897,A007,16
F0389,B7911,A007,98
F0390,B7972,A007,8
F0391,B8026,A007,21
F0392,B8530,A007,14
F0393,B8676,A007,22
F0394,B8690,A007,18
F0395,B8747,A007,17
F0396,B8765,A007,12
F0397,B8849,A007,56
F0398,B8934,A007,38
F0399,B8940,A007,28
F0400,B9029,A007,42
F0401,B9188,A007,43
F0402,B0081,A008,19
F0403,B0094,A008,30
F0404,B0178,A008,19
F0405,B0247,A008,32
F0406,B0335,A008,24
F0407,B0352,A008,29
F0408,B0457,A008,13
F0409,B0507,A008,31
F0410,B0669,A008,16
F0411,B0719,A008,54
F0412,B0768,A008,13
F0413,B0853,A008,38
F0414,B0950,A008,39
F0415,B1119,A008,12
F0416,B1196,A008,41
F0417,B1293,A008,7
F0418,B1302,A008,25
F0419,B1312,A008,23
F0420,B1539,A008,28
F0421,B1619,A008,25
F0422,B1642,A008,57
F0423,B1655,A008,15
F0424,B1689,A008,25
F0425,B1856,A008,17
F0426,B1885,A008,46
F0427,B1894,A008,15
F0428,B1973,A008,14
F0429,B2176,A008,15
F0430,B2202,A008,20
F0431,B2345,A008,26
F0432,B2353,A008,21
F0433,B2391,A008,6
F0434,B2520,A008,10
F0435,B2829,A008,32
F0436,B2837,A008,5
F0437,B2865,A008,46
F0438,B2890,A008,8
F0439,B2974,A008,18
F0440,B3021,A008,24
F0441,B3044,A008,11
F0442,B3057,A008,6
F0443,B3101,A008,31
F0444,B3268,A008,38
F0445,B3278,A008,4
F0446,B3382,A008,15
F0447,B3437,A008,8
F0448,B3457,A008,24
F0449,B3528,A008,38
F0450,B3559,A008,31
F0451,B3590,A008,8
F0452,B3717,A008,9
F0453,B3775,A008,11
F0454,B3869,A008,51
F0455,B3872,A008,12
F0456,B3891,A008,7
F0457,B3981,A008,27
F0458,B4109,A008,32
F0459,B4136,A008,43
F0460,B4147,A008,84
F0461,B4154,A008,13
F0462,B4226,A008,73
F0463,B4476,A008,16
F0464,B4509,A008,22
F0465,B4632,A008,12
F0466,B4702,A008,34
F0467,B4706,A008,41
F0468,B4812,A008,19
F0469,B5033,A008,7
F0470,B5059,A008,21
F0471,B5144,A008,26
F0472,B5181,A008,10
F0473,B5198,A008,30
F0474,B5249,A008,36
F0475,B5379,A008,10
F0476,B5558,A008,11
F0477,B5664,A008,15
F0478,B5670,A008,17
F0479,B6020,A008,14
F0480,B6075,A008,10
F0481,B6106,A008,10
F0482,B6265,A008,17
F0483,B6287,A008,31
F0484,B6309,A008,23
F0485,B6420,A008,12
F0486,B6435,A008,7
F0487,B6530,A008,33
F0488,B6593,A008,24
F0489,B6787,A008,19
F0490,B7164,A008,13
F0491,B7213,A008,11
F0492,B7226,A008,41
F0493,B7271,A008,34
F0494,B7320,A008,7
F0495,B7354,A008,20
F0496,B7614,A008,14
F0497,B7652,A008,5
F0498,B7660,A008,16
F0499,B7697,A008,11
F0500,B7955,A008,9
F0501,B7986,A008,31
F0502,B7997,A008,27
F0503,B8024,A008,22
F0504,B8094,A008,9
F0505,B8112,A008,31
F0506,B8317,A008,31
F0507,B8542,A008,22
F0508,B8617,A008,33
F0509,B8703,A008,11
F0510,B8704,A008,7
F0511,B8710,A008,12
F0512,B8715,A008,12
F0513,B8832,A008,4
F0514,B8842,A008,20
F0515,B8950,A008,16
F0516,B0158,A009,26
F0517,B0238,A009,45
F0518,B0248,A009,87
F0519,B0305,A009,44
F0520,B0364,A009,15
F0521,B0374,A009,27
F0522,B0393,A009,18
F0523,B0489,A009,11
F0524,B0606,A009,38
F0525,B1000,A009,38
F0526,B1027,A009,19
F0527,B1033,A009,91
F0528,B1075,A009,16
F0529,B1213,A009,81
F0530,B1227,A009,11
F0531,B1333,A009,49
F0532,B1382,A009,21
F0533,B1386,A009,39
F0534,B1461,A009,3
F0535,B1672,A009,40
F0536,B1756,A009,33
F0537,B1844,A009,48
F0538,B1909,A009,61
F0539,B2109,A009,66
F0540,B2238,A009,53
F0541,B2247,A009,68
F0542,B2278,A009,31
F0543,B2290,A009,14
F0544,B2319,A009,57
F0545,B2396,A009,32
F0546,B2466,A009,32
F0547,B2678,A009,24
F0548,B2692,A009,46
F0549,B2860,A009,17
F0550,B2870,A009,58
F0551,B2875,A009,35
F0552,B3012,A009,48
F0553,B3076,A009,25
F0554,B3304,A009,9
F0555,B3512,A009,17
F0556,B3531,A009,5
F0557,B3608,A009,32
F0558,B3731,A009,22
F0559,B3972,A009,18
F0560,B4033,A009,22
F0561,B4271,A009,24
F0562,B4274,A009,38
F0563,B4365,A009,39
F0564,B4455,A009,4
F0565,B4645,A009,63
F0566,B4685,A009,43
F0567,B4844,A009,26
F0568,B4904,A009,23
F0569,B4995,A009,62
F0570,B5010,A009,8
F0571,B5069,A009,28
F0572,B5228,A009,52
F0573,B5299,A009,6
F0574,B5369,A009,35
F0575,B5467,A009,23
F0576,B5554,A009,15
F0577,B5898,A009,13
F0578,B5920,A009,59
F0579,B5957,A009,35
F0580,B6018,A009,18
F0581,B6246,A009,11
F0582,B6379,A009,10
F0583,B6452,A009,22
F0584,B6492,A009,46
F0585,B6595,A009,22
F0586,B6602,A009,38
F0587,B6636,A009,33
F0588,B6674,A009,43
F0589,B6712,A009,18
F0590,B6729,A009,27
F0591,B6769,A009,5
F0592,B6793,A009,54
F0593,B6800,A009,59
F0594,B6842,A009,39
F0595,B6898,A009,26
F0596,B6980,A009,23
F0597,B7338,A009,5
F0598,B7379,A009,1
F0599,B7390,A009,48
F0600,B7399,A009,30
F0601,B7633,A009,16
F0602,B7771,A009,31
F0603,B7844,A009,14
F0604,B7885,A009,34
F0605,B7887,A009,7
F0606,B7979,A009,65
F0607,B8011,A009,32
F0608,B8064,A009,28
F0609,B8148,A009,82
F0610,B8582,A009,38
F0611,B8923,A009,8
F0612,B9081,A009,44
F0613,B9131,A009,38
F0614,B0212,A010,42
F0615,B0270,A010,72
F0616,B0492,A010,94
F0617,B0993,A010,13
F0618,B1005,A010,92
F0619,B1286,A010,82
F0620,B1732,A010,44
F0621,B1831,A010,85
F0622,B1931,A010,92
F0623,B1971,A010,73
F0624,B2083,A010,31
F0625,B2235,A010,35
F0626,B2419,A010,49
F0627,B2635,A010,96
F0628,B3996,A010,98
F0629,B4578,A010,79
F0630,B5166,A010,48
F0631,B5658,A010,2
F0632,B5691,A010,74
F0633,B6140,A010,96
F0634,B6564,A010,71
F0635,B6660,A010,67
F0636,B6902,A010,89
F0637,B7079,A010,81
F0638,B7147,A010,68
F0639,B7153,A010,48
F0640,B7184,A010,89
F0641,B7265,A010,97
F0642,B7583,A010,57
F0643,B8096,A010,48
F0644,B8120,A010,40
F0645,B8314,A010,42
F0646,B8645,A010,90
F0647,B8669,A010,67
F0648,B8994,A010,64
F0649,B0513,A011,19
F0650,B0607,A011,44
F0651,B1007,A011,76
F0652,B1222,A011,46
F0653,B1380,A011,29
F0654,B1774,A011,80
F0655,B2257,A011,32
F0656,B2527,A011,58
F0657,B2749,A011,30
F0658,B2909,A011,61
F0659,B4106,A011,5
F0660,B4633,A011,42
F0661,B4974,A011,36
F0662,B5050,A011,21
F0663,B5799,A011,49
F0664,B5871,A011,27
F0665,B5973,A011,22
F0666,B6462,A011,45
F0667,B6507,A011,57
F0668,B6641,A011,26
F0669,B6691,A011,60
F0670,B6948,A011,54
F0671,B7169,A011,45
F0672,B8159,A011,61
F0673,B0049,A012,78
F0674,B0097,A012,30
F0675,B0132,A012,23
F0676,B0273,A012,47
F0677,B0338,A012,33
F0678,B0381,A012,41
F0679,B0411,A012,76
F0680,B0467,A012,22
F0681,B0516,A012,21
F0682,B0575,A012,40
F0683,B0676,A012,13
F0684,B0679,A012,42
F0685,B0685,A012,6
F0686,B0718,A012,17
F0687,B0820,A012,98
F0688,B0881,A012,65
F0689,B0888,A012,73
F0690,B0889,A012,22
F0691,B1040,A012,44
F0692,B1044,A012,10
F0693,B1088,A012,16
F0694,B1114,A012,9
F0695,B1211,A012,11
F0696,B1238,A012,12
F0697,B1244,A012,10
F0698,B1290,A012,39
F0699,B1311,A012,31
F0700,B1320,A012,62
F0701,B1434,A012,41
F0702,B1523,A012,52
F0703,B1673,A012,62
F0704,B1725,A012,47
F0705,B1727,A012,9
F0706,B1779,A012,14
F0707,B1832,A012,25
F0708,B1838,A012,41
F0709,B2086,A012,29
F0710,B2107,A012,52
F0711,B2145,A012,17
F0712,B2174,A012,30
F0713,B2188,A012,71
F0714,B2208,A012,57
F0715,B2267,A012,71
F0716,B2282,A012,13
F0717,B2401,A012,52
F0718,B2424,A012,13
F0719,B2508,A012,8
F0720,B2539,A012,4
F0721,B2576,A012,14
F0722,B2698,A012,57
F0723,B2798,A012,26
F0724,B2816,A012,44
F0725,B2839,A012,52
F0726,B2841,A012,37
F0727,B2924,A012,21
F0728,B2928,A012,21
F0729,B3001,A012,13
F0730,B3028,A012,72
F0731,B3060,A012,42
F0732,B3098,A012,14
F0733,B3213,A012,42
F0734,B3274,A012,51
F0735,B3384,A012,31
F0736,B3540,A012,49
F0737,B3611,A012,55
F0738,B3736,A012,58
F0739,B3946,A012,7
F0740,B3960,A012,13
F0741,B3993,A012,31
F0742,B4095,A012,24
F0743,B4102,A012,9
F0744,B4116,A012,22
F0745,B4142,A012,19
F0746,B4163,A012,40
F0747,B4368,A012,16
F0748,B4448,A012,25
F0749,B4506,A012,32
F0750,B4590,A012,7
F0751,B4736,A012,98
F0752,B4810,A012,8
F0753,B4931,A012,24
F0754,B4953,A012,21
F0755,B4956,A012,21
F0756,B5071,A012,52
F0757,B5135,A012,37
F0758,B5187,A012,26
F0759,B5247,A012,18
F0760,B5251,A012,7
F0761,B5451,A012,12
F0762,B5534,A012,83
F0763,B5604,A012,18
F0764,B5640,A012,24
F0765,B5720,A012,9
F0766,B5843,A012,14
F0767,B5861,A012,9
F0768,B5890,A012,2
F0769,B5986,A012,38
F0770,B6114,A012,37
F0771,B6214,A012,30
F0772,B6288,A012,17
F0773,B6422,A012,29
F0774,B6440,A012,34
F0775,B6630,A012,60
F0776,B6704,A012,32
F0777,B6727,A012,43
F0778,B6802,A012,4
F0779,B6836,A012,32
F0780,B6962,A012,43
F0781,B6978,A012,41
F0782,B6984,A012,49
F0783,B7050,A012,12
F0784,B7211,A012,15
F0785,B7286,A012,33
F0786,B7292,A012,16
F0787,B7319,A012,48
F0788,B7336,A012,7
F0789,B7343,A012,54
F0790,B7345,A012,71
F0791,B7378,A012,11
F0792,B7404,A012,32
F0793,B7451,A012,12
F0794,B7485,A012,7
F0795,B7493,A012,13
F0796,B7508,A012,20
F0797,B7585,A012,19
F0798,B7601,A012,29
F0799,B7603,A012,22
F0800,B7632,A012,48
F0801,B7637,A012,16
F0802,B7721,A012,19
F0803,B7766,A012,52
F0804,B7775,A012,38
F0805,B7778,A012,3
F0806,B7870,A012,43
F0807,B7874,A012,18
F0808,B7985,A012,34
F0809,B8146,A012,13
F0810,B8170,A012,2
F0811,B8260,A012,32
F0812,B8284,A012,74
F0813,B8303,A012,15
F0814,B8335,A012,4
F0815,B8401,A012,30
F0816,B8463,A012,7
F0817,B8502,A012,8
F0818,B8512,A012,30
F0819,B8557,A012,21
F0820,B8573,A012,51
F0821,B8579,A012,7
F0822,B8593,A012,8
F0823,B8595,A012,57
F0824,B8818,A012,11
F0825,B9043,A012,20
F0826,B9101,A012,9
F0827,B9109,A012,25
F0828,B9152,A012,15
F0829,B9198,A012,7
F0830,B9199,A012,20
F0831,B0077,A013,92
F0832,B0819,A013,58
F0833,B1204,A013,31
F0834,B1950,A013,62
F0835,B2221,A013,85
F0836,B2230,A013,62
F0837,B2795,A013,50
F0838,B2954,A013,49
F0839,B3338,A013,43
F0840,B3819,A013,83
F0841,B4594,A013,47
F0842,B4695,A013,97
F0843,B5396,A013,73
F0844,B5402,A013,52
F0845,B5676,A013,50
F0846,B5944,A013,48
F0847,B5961,A013,54
F0848,B6080,A013,51
F0849,B6104,A013,51
F0850,B7426,A013,58
F0851,B7739,A013,87
F0852,B7753,A013,28
F0853,B8598,A013,81
F0854,B9079,A013,80
F0855,B0321,A014,91
F0856,B0442,A014,94
F0857,B0688,A014,71
F0858,B0706,A014,43
F0859,B1345,A014,98
F0860,B1545,A014,46
F0861,B1603,A014,8
F0862,B1667,A014,63
F0863,B1944,A014,55
F0864,B2973,A014,43
F0865,B3541,A014,46
F0866,B3821,A014,32
F0867,B4631,A014,56
F0868,B5165,A014,59
F0869,B5460,A014,85
F0870,B5522,A014,38
F0871,B5610,A014,46
F0872,B5700,A014,31
F0873,B6111,A014,12
F0874,B6862,A014,39
F0875,B7511,A014,50
F0876,B7561,A014,54
F0877,B8017,A014,51
F0878,B8099,A014,70
F0879,B8740,A014,62
F0880,B9126,A014,48
F0881,B0179,A015,82
F0882,B0258,A015,97
F0883,B0436,A015,53
F0884,B0805,A015,83
F0885,B0825,A015,66
F0886,B1004,A015,46
F0887,B1230,A015,84
F0888,B1400,A015,87
F0889,B1577,A015,52
F0890,B1621,A015,39
F0891,B1968,A015,54
F0892,B2029,A015,60
F0893,B2468,A015,89
F0894,B2525,A015,85
F0895,B2594,A015,95
F0896,B3100,A015,15
F0897,B3351,A015,60
F0898,B3355,A015,27
F0899,B3689,A015,96
F0900,B3719,A015,79
F0901,B4148,A015,98
F0902,B4201,A015,90
F0903,B4234,A015,85
F0904,B4852,A015,43
F0905,B4879,A015,83
F0906,B4926,A015,58
F0907,B4984,A015,56
F0908,B5252,A015,99
F0909,B5401,A015,66
F0910,B5560,A015,59
F0911,B5614,A015,90
F0912,B5996,A015,74
F0913,B6009,A015,55
F0914,B6179,A015,90
F0915,B6368,A015,16
F0916,B6588,A015,75
F0917,B7219,A015,65
F0918,B7368,A015,91
F0919,B7464,A015,50
F0920,B7686,A015,35
F0921,B7867,A015,71
F0922,B8320,A015,59
F0923,B8333,A015,92
F0924,B8431,A015,73
F0925,B8438,A015,87
F0926,B8448,A015,50
F0927,B8647,A015,98
F0928,B8686,A015,78
F0929,B8896,A015,83
F0930,B9149,A015,61
F0931,B9179,A015,64
F0932,B9184,A015,64
F0933,B0003,A016,20
F0934,B0223,A016,43
F0935,B0429,A016,40
F0936,B0445,A016,55
F0937,B0529,A016,36
F0938,B0532,A016,50
F0939,B0870,A016,77
F0940,B1034,A016,53
F0941,B1047,A016,67
F0942,B1314,A016,40
F0943,B1424,A016,58
F0944,B1426,A016,69
F0945,B1481,A016,40
F0946,B1514,A016,43
F0947,B1521,A016,78
F0948,B1573,A016,65
F0949,B1617,A016,54
F0950,B1934,A016,38
F0951,B2117,A016,81
F0952,B2215,A016,55
F0953,B2566,A016,62
F0954,B2574,A016,61
F0955,B2620,A016,39
F0956,B2682,A016,21
F0957,B2687,A016,54
F0958,B2808,A016,58
F0959,B3254,A016,28
F0960,B3267,A016,26
F0961,B3358,A016,29
F0962,B3453,A016,76
F0963,B3601,A016,15
F0964,B3647,A016,45
F0965,B3732,A016,83
F0966,B3867,A016,50
F0967,B3878,A016,8
F0968,B3976,A016,66
F0969,B4042,A016,33
F0970,B4126,A016,55
F0971,B4228,A016,54
F0972,B4279,A016,33
F0973,B4414,A016,24
F0974,B4551,A016,66
F0975,B4630,A016,50
F0976,B4925,A016,57
F0977,B4961,A016,40
F0978,B5099,A016,71
F0979,B5124,A016,54
F0980,B5286,A016,40
F0981,B5334,A016,71
F0982,B5344,A016,44
F0983,B5436,A016,43
F0984,B5445,A016,40
F0985,B5540,A016,18
F0986,B5550,A016,67
F0987,B5629,A016,8
F0988,B5892,A016,78
F0989,B6163,A016,81
F0990,B6336,A016,38
F0991,B6340,A016,47
F0992,B6519,A016,54
F0993,B6623,A016,20
F0994,B6646,A016,92
F0995,B6735,A016,23
F0996,B6811,A016,64
F0997,B6858,A016,41
F0998,B7334,A016,72
F0999,B7448,A016,24
F1000,B7463,A016,36
F1001,B7482,A016,39
F1002,B7546,A016,19
F1003,B7723,A016,57
F1004,B7956,A016,37
F1005,B8061,A016,20
F1006,B8175,A016,38
F1007,B8195,A016,46
F1008,B8202,A016,63
F1009,B8217,A016,65
F1010,B8220,A016,36
F1011,B8367,A016,41
F1012,B8472,A016,38
F1013,B8563,A016,40
F1014,B8666,A016,47
F1015,B8691,A016,43
F1016,B8784,A016,28
F1017,B9014,A016,45
F1018,B9108,A016,11
F1019,B9144,A016,14
F1020,B9163,A016,8
F1021,B0131,A017,85
F1022,B0199,A017,53
F1023,B0349,A017,16
F1024,B0363,A017,13
F1025,B0385,A017,64
F1026,B0496,A017,32
F1027,B0521,A017,26
F1028,B0567,A017,11
F1029,B0626,A017,27
F1030,B0705,A017,67
F1031,B0920,A017,17
F1032,B1150,A017,9
F1033,B1188,A017,14
F1034,B1341,A017,22
F1035,B1467,A017,22
F1036,B1472,A017,24
F1037,B1687,A017,12
F1038,B1700,A017,49
F1039,B1775,A017,13
F1040,B1810,A017,37
F1041,B1830,A017,37
F1042,B1984,A017,19
F1043,B2024,A017,55
F1044,B2093,A017,20
F1045,B2096,A017,18
F1046,B2287,A017,4
F1047,B2429,A017,58
F1048,B2489,A017,11
F1049,B2542,A017,38
F1050,B2550,A017,33
F1051,B2563,A017,22
F1052,B2600,A017,32
F1053,B2884,A017,19
F1054,B3054,A017,22
F1055,B3201,A017,51
F1056,B3295,A017,31
F1057,B3357,A017,42
F1058,B3587,A017,17
F1059,B3669,A017,27
F1060,B3739,A017,26
F1061,B3884,A017,15
F1062,B3902,A017,27
F1063,B4070,A017,26
F1064,B4360,A017,38
F1065,B4387,A017,19
F1066,B4420,A017,8
F1067,B4434,A017,16
F1068,B4464,A017,26
F1069,B4567,A017,5
F1070,B4682,A017,16
F1071,B4727,A017,17
F1072,B4730,A017,45
F1073,B4778,A017,56
F1074,B4794,A017,38
F1075,B4822,A017,17
F1076,B4885,A017,24
F1077,B5005,A017,40
F1078,B5015,A017,32
F1079,B5203,A017,19
F1080,B5253,A017,8
F1081,B5447,A017,10
F1082,B5512,A017,34
F1083,B5545,A017,24
F1084,B5588,A017,27
F1085,B5680,A017,41
F1086,B5878,A017,15
F1087,B6185,A017,21
F1088,B6335,A017,20
F1089,B6664,A017,7
F1090,B6888,A017,9
F1091,B7051,A017,20
F1092,B7056,A017,40
F1093,B7072,A017,18
