Spot_id,Lng,Lat
B1178,121.309364,31.283518
B1180,121.586761,31.211554
B1185,121.519989,31.320601
B1188,121.171295,31.168785
B1192,121.427979,31.271742
B1197,121.904182,30.988791
B1205,121.224365,31.003778
B1209,121.394585,31.106932
B1211,121.276138,31.43375
B1213,121.278641,31.076628
B1214,121.350769,31.327717
B1221,121.421799,31.186644
B1227,121.274559,31.047449
B1229,121.231071,31.398678
B1230,121.468491,31.207769
B1231,121.623001,31.129042
B1235,121.181206,31.069849
B1236,121.621391,31.542049
B1240,121.835709,31.354099
B1244,121.232185,31.358988
B1256,121.440361,31.230087
B1258,121.396484,31.095278
B1261,121.610962,31.103542
B1268,121.353363,30.757524
B1272,121.214653,31.450218
B1275,121.385338,31.237413
B1279,121.511742,31.621622
B1280,121.265465,31.345835
B1281,121.384888,31.431715
B1282,121.394753,31.633739
B1286,121.432495,31.256741
B1287,121.441566,31.296751
B1296,121.54921,31.144827
B1298,121.586502,31.090931
B1299,121.612167,31.284342
B1307,121.320038,31.137129
B1309,121.706261,30.944803
B1310,121.680481,31.555227
B1312,121.713409,31.168028
B1314,121.394821,31.341244
B1315,121.533203,31.2437
B1322,121.570221,31.147682
B1327,121.219284,30.932423
B1333,121.234329,31.106833
B1335,121.578758,31.266985
B1336,121.422531,31.216917
B1337,121.48999,31.237141
B1339,121.430084,31.190983
B1341,121.22126,31.150225
B1342,121.350548,31.131319
B1347,121.672066,31.235218
B1348,121.463959,31.274456
B1352,121.693275,30.968208
B1354,121.425301,31.264767
B1356,121.52964,31.334972
B1362,121.456795,31.279455
B1367,121.060303,31.085205
B1368,121.351929,30.814035
B1369,121.441872,30.912827
B1370,121.773178,31.063889
B1375,121.373436,30.742485
B1376,121.32103,31.192663
B1377,121.465508,31.292534
B1391,121.385658,31.351582
B1396,121.488579,31.320623
B1398,121.218262,30.851791
B1402,121.399902,31.202211
B1405,121.313309,31.272497
B1406,121.445572,31.199036
B1410,121.295822,31.043356
B1411,121.259735,31.117132
B1412,121.1894,31.053415
B1413,121.487869,31.212532
B1422,121.276291,31.275942
B1432,121.57592,31.339424
B1438,121.165039,31.139881
B1441,121.349365,31.20998
B1442,121.507874,31.299892
B1443,121.297974,31.004719
B1444,121.738342,30.965462
B1447,121.441124,30.933598
B1449,121.605598,31.319401
B1450,121.513199,31.236773
B1453,121.517624,31.108866
B1456,121.499596,31.334791
B1458,121.387268,31.269905
B1464,121.385925,31.293631
B1468,121.654152,31.276506
B1471,121.425171,30.871325
B1472,121.178703,31.204769
B1477,121.463394,31.1894
B1481,121.432281,31.352015
B1482,121.135849,31.117126
B1485,121.489052,31.402325
B1487,121.768326,31.032831
B1489,121.626984,31.212833
B1491,121.579903,31.29212
B1497,121.577698,31.315742
B1499,121.419807,31.173576
B1500,121.439697,31.31283
B1501,121.390953,31.125051
B1510,121.450256,31.223883
B1514,121.449982,31.343349
B1516,121.457222,31.243807
B1519,121.258636,31.254261
B1520,121.366783,31.328602
B1522,121.306297,31.158245
B1529,121.365524,31.374884
B1530,121.469467,31.258324
B1531,121.50518,31.210777
B1532,121.402122,31.306643
B1534,121.307625,31.138992
B1537,121.382553,31.071629
B1538,121.720985,31.03771
B1539,121.763474,31.113195
B1542,121.3218,31.309235
B1550,121.453857,31.271656
B1551,121.297089,31.160894
B1555,121.813187,30.961056
B1557,121.558052,31.224516
B1562,121.299904,31.25522
B1563,121.499146,31.236729
B1578,121.314262,31.370869
B1580,121.321518,31.260635
B1583,121.785957,31.478149
B1587,121.445076,31.385487
B1588,121.465279,30.952269
B1592,121.507454,31.257786
B1594,121.434227,31.365192
B1595,121.143082,30.957228
B1598,121.492928,31.25757
B1602,121.411148,31.227022
B1604,121.276772,31.015799
B1605,121.609848,30.912655
B1612,121.335808,30.846138
B1615,121.669922,31.246155
B1618,121.742226,31.046591
B1619,121.75193,31.147821
B1620,121.538658,31.131636
B1623,121.235962,31.015409
B1625,121.493675,31.282364
B1629,121.513412,30.914747
B1632,121.566422,31.303156
B1636,121.347351,31.156475
B1638,121.513847,31.036448
B1639,121.603096,31.074953
B1640,121.331772,31.313976
B1647,121.540771,31.204214
B1648,121.335579,31.220373
B1651,121.280922,31.226023
B1653,121.398766,31.135458
B1658,121.613586,31.213892
B1659,121.417953,31.11096
B1665,121.690979,31.224243
B1666,121.311462,31.247171
B1667,121.455635,31.154152
B1670,121.158195,31.023058
B1677,121.563858,30.843037
B1681,121.531296,31.312094
B1684,121.841927,31.021612
B1686,121.511383,31.197298
B1687,121.1745,31.226208
B1688,121.438576,31.205729
B1689,121.794395,31.163921
B1696,121.543282,31.577831
B1698,121.855957,30.958889
B1700,121.152046,31.169386
B1702,121.636337,30.871387
B1704,121.806168,30.910219
B1706,121.347176,30.773825
B1708,121.451218,31.326784
B1710,121.367447,31.262625
B1716,121.597305,31.032034
B1717,121.477753,31.2215
B1723,121.347031,30.807816
B1727,121.293579,31.42638
B1729,121.476173,31.326632
B1732,121.447937,31.257441
B1736,121.36483,31.278536
B1739,121.389336,31.222515
B1741,121.381027,31.706066
B1743,121.330055,31.07637
B1744,121.391701,31.092421
B1748,121.378853,31.122122
B1749,121.459541,31.322346
B1751,121.502823,31.125658
B1752,121.41214,31.271797
B1754,121.613724,31.142096
B1755,121.740082,31.023619
B1759,121.052551,31.06661
B1760,121.275291,31.110199
B1761,121.077873,31.264288
B1762,121.340477,31.224825
B1766,121.554817,31.308886
B1776,121.416588,30.920549
B1777,121.287498,30.836
B1778,121.634956,31.020353
B1783,121.700294,31.382202
B1794,121.401604,31.222265
B1795,121.407845,31.204866
B1802,121.460426,31.318268
B1803,121.240761,30.979568
B1804,121.606659,31.191093
B1810,121.198204,31.151558
B1814,121.617958,31.3311
B1816,121.317993,30.934683
B1818,121.513702,31.064671
B1819,121.49958,31.345945
B1821,121.153465,30.809044
B1822,121.006523,31.002199
B1830,121.162895,31.18623
B1831,121.451302,31.256844
B1832,121.274765,31.376467
B1835,121.63002,30.924887
B1842,121.386635,31.232361
B1843,121.301033,31.133476
B1844,121.247078,31.065979
B1850,121.396545,31.056458
B1851,121.330574,31.124784
B1852,121.722939,31.005409
B1857,121.450523,31.138165
B1859,121.651314,31.082098
B1864,121.374573,30.866928
B1865,121.602448,31.199795
B1868,121.515228,31.167242
B1873,121.231628,31.231514
B1874,121.699799,31.52775
B1876,121.395912,31.209925
B1880,121.340881,30.721361
B1881,121.12088,31.286423
B1883,121.458755,31.232395
B1884,121.770363,31.044136
B1887,121.490921,30.808542
B1889,121.391296,31.130156
B1891,121.34243,31.303612
B1892,121.14801,31.162264
B1895,121.67347,31.290251
B1896,121.069748,31.089874
B1897,121.432564,31.028444
B1900,121.363777,31.112568
B1903,121.396637,30.796303
B1905,121.475342,31.044697
B1908,121.306709,30.89753
B1924,121.479836,31.245117
B1927,121.427322,31.162407
B1929,121.36618,31.207996
B1935,121.021637,30.892996
B1941,121.674881,31.198332
B1945,121.664078,31.23765
B1949,121.43705,31.285292
B1950,121.363861,31.234247
B1951,121.618248,31.249617
B1953,121.655914,31.160187
B1954,121.587746,31.25186
B1955,121.799477,31.561335
B1959,121.199745,31.248158
B1964,121.334137,31.436481
B1965,121.423691,31.211451
B1966,121.421837,31.228033
B1972,121.434021,31.215469
B1980,121.347252,31.166317
B1985,121.282394,31.161982
B1992,121.314415,31.108574
B1993,121.344582,31.159744
B1994,121.483376,31.632914
B1997,121.378098,31.141844
B1998,121.500641,31.380617
B1999,121.261429,31.335007
B2000,121.437653,30.97864
B2001,121.393234,30.99478
B2002,121.495872,31.389532
B2004,121.463249,31.27964
B2009,121.163589,30.777346
B2010,121.383453,31.212044
B2012,121.460564,31.253456
B2014,121.541496,31.281773
B2016,121.372482,31.272413
B2024,121.181175,31.191994
B2028,121.558167,31.193722
B2031,121.561676,31.114618
B2033,121.449699,31.021801
B2035,121.368767,31.353046
B2038,121.606369,31.297514
B2041,121.688591,31.280123
B2046,121.601913,31.337341
B2049,121.628448,30.909969
B2052,121.372696,31.180059
B2054,121.385994,31.195637
B2055,121.31382,30.765371
B2057,121.373299,31.085751
B2061,121.187126,31.035496
B2066,121.265266,31.198288
B2067,121.240227,31.027557
B2069,121.513481,31.192308
B2070,121.274391,31.219309
B2073,121.470123,30.969206
B2083,121.44471,31.258287
B2085,121.531143,31.270935
B2087,121.43512,31.136496
B2088,121.607201,31.059948
B2090,121.67643,30.873188
B2096,121.212746,31.156931
B2097,121.578148,31.260851
B2098,121.491013,31.150564
B2099,121.351791,31.220547
B2100,121.38887,31.316866
B2101,121.18486,31.026815
B2105,121.068626,31.000792
B2108,121.40612,31.163094
B2110,121.024925,30.947121
B2111,121.294579,30.991125
B2116,121.146439,31.018963
B2118,121.43985,31.141027
B2123,121.352081,31.235205
B2132,121.662079,31.255831
B2133,121.451645,30.905792
B2136,121.286957,31.353388
B2141,121.467415,31.276424
B2143,121.542076,30.851318
B2144,121.113014,31.147341
B2147,121.363487,31.199997
B2148,121.424324,31.193682
B2149,121.309044,30.722065
B2151,121.38092,31.041243
B2157,121.414688,31.239491
B2158,121.909073,30.871094
B2161,121.583939,31.28224
B2166,121.451042,31.219183
B2167,121.402634,31.45628
B2168,121.302025,31.486994
B2169,121.644043,31.099371
B2173,121.377113,31.157791
B2183,121.367805,31.13485
B2187,121.160782,31.43717
B2193,121.438721,31.136362
B2197,121.476479,31.096481
B2199,121.461426,31.223057
B2200,121.168129,31.267576
B2201,121.098076,31.149389
B2203,121.289604,30.728777
B2204,121.5205,31.291294
B2207,121.458107,30.947718
B2209,121.7229,30.95105
B2211,121.73304,31.240887
B2217,121.871429,31.445728
B2220,121.235901,31.112907
B2221,121.35302,31.242008
B2225,121.41468,31.083397
B2229,121.170067,30.936354
B2231,121.428123,31.077126
B2232,121.504578,30.834429
B2234,121.495819,31.364944
B2237,121.351601,31.287371
B2240,121.594551,31.218508
B2241,121.349892,31.465485
B2244,121.630928,31.182547
B2247,121.235298,31.058435
B2252,121.445206,31.21048
B2255,121.557564,30.887032
B2262,121.299416,31.36257
B2267,121.245888,31.384111
B2269,121.62365,31.204294
B2270,121.450226,31.186502
B2271,121.5177,30.958498
B2279,121.439423,31.120541
B2283,121.385719,30.951468
B2284,121.358139,31.105433
B2287,121.183395,31.153881
B2289,121.254723,31.326216
B2290,121.204979,31.105995
B2292,121.236092,31.184837
B2293,121.800339,31.370955
B2295,121.340393,31.245457
B2296,121.59668,30.961647
B2297,121.480843,31.250305
B2301,121.57486,31.32902
B2303,121.385071,31.103369
B2305,121.428734,31.2281
B2306,121.511963,31.258764
B2309,121.351738,31.421734
B2310,121.596367,31.262463
B2312,121.086632,30.855211
B2313,121.478249,30.79619
B2314,121.451843,30.962547
B2315,121.75663,30.885437
B2316,121.435432,31.407928
B2319,121.253326,31.085827
B2320,121.464561,31.269255
B2321,121.371391,31.244596
B2328,121.379631,31.251081
B2329,121.255501,31.154778
B2330,121.231339,31.198214
B2332,121.260223,30.796743
B2333,121.491516,31.368233
B2335,121.697372,31.186811
B2336,121.442017,31.282589
B2338,121.688477,31.114168
B2343,121.376007,31.075157
B2349,121.741386,31.197195
B2351,121.436668,31.293102
B2352,121.533424,31.298935
B2355,121.546371,31.287663
B2361,121.426086,31.27326
B2365,121.54631,30.836868
B2367,121.274666,31.022579
B2370,121.458511,31.186342
B2372,121.340126,31.260193
B2373,121.431099,31.219187
B2376,121.531769,31.098288
B2378,121.338646,31.303677
B2381,121.245384,31.202351
B2384,121.417625,31.262529
B2385,121.504082,30.901346
B2386,121.699265,31.568424
B2390,121.355194,31.184723
B2391,121.729546,31.109934
B2395,121.451187,31.082649
B2397,121.884621,30.959299
B2402,121.690491,31.213024
B2404,121.512215,31.267611
B2408,121.354271,31.231003
B2410,121.366463,31.228888
B2412,121.345131,31.408258
B2413,121.536179,31.333914
B2416,121.449081,31.233421
B2417,121.51535,31.200233
B2423,121.188843,30.900599
B2428,121.420181,31.013178
B2430,121.393036,31.416798
B2432,121.632957,31.555531
B2433,121.228798,30.93648
B2436,121.713097,31.019464
B2437,121.458664,31.230324
B2440,121.810936,30.898922
B2444,121.419334,31.156666
B2447,121.303459,31.307661
B2448,121.51152,31.291658
B2451,121.781349,31.049833
B2457,121.526268,31.268061
B2459,121.444595,31.235792
B2461,121.197189,31.779171
B2462,121.052513,30.999228
B2463,121.592422,31.118996
B2466,121.275444,31.082541
B2467,121.380341,31.089445
B2474,121.338547,31.075211
B2477,121.417244,31.226173
B2483,121.536705,31.149935
B2487,121.421646,31.167053
B2488,121.474632,31.025316
B2489,121.177467,31.163967
B2493,121.201683,30.979315
B2495,121.603523,31.231863
B2496,121.202377,30.995657
B2497,121.433723,31.30838
B2499,121.543884,31.14666
B2506,121.579185,31.148951
B2507,121.618896,31.536524
B2508,121.304535,31.446493
B2513,121.650497,31.072927
B2514,121.519653,31.639158
B2517,121.523544,31.067041
B2519,121.410347,31.039
B2520,121.710884,31.138567
B2521,121.65847,31.274601
B2522,121.644325,31.021004
B2524,121.224533,31.236492
B2528,121.560669,31.196205
B2530,121.436775,31.317595
B2533,121.2938,31.107225
B2535,121.541595,31.258926
B2545,121.43161,31.262369
B2553,121.130219,31.078497
B2557,121.238411,30.870657
B2558,121.337334,31.42971
B2559,121.525711,31.286724
B2561,121.516357,31.13611
B2562,121.725586,31.019018
B2564,121.637863,31.213959
B2565,121.631027,31.199585
B2567,121.331528,31.466478
B2569,121.80101,31.01671
B2572,121.821785,31.462168
B2573,121.392357,31.073721
B2575,121.839989,30.873407
B2578,121.219048,31.242657
B2582,121.225471,30.9886
B2585,121.336853,31.283937
B2588,121.63945,31.298147
B2589,121.41124,31.305759
B2594,121.481247,31.213812
B2595,121.470871,31.294609
B2600,121.2033,31.191711
B2602,121.736664,31.384211
B2605,121.557983,30.920895
B2606,121.034615,31.134842
B2609,121.494667,31.153864
B2616,121.707275,31.062691
B2621,121.462242,31.406082
B2622,121.518456,31.084988
B2624,121.166245,31.315928
B2629,121.775055,31.099222
B2633,121.385521,31.134094
B2634,121.457291,31.221531
B2639,121.538086,31.33078
B2640,121.507614,31.200657
B2645,121.510483,30.905523
B2646,121.381729,31.152376
B2653,121.430901,31.236139
B2654,121.409821,31.189838
B2655,121.136635,31.212561
B2658,121.346931,31.011835
B2660,121.458618,31.597481
B2664,121.606079,31.179817
B2665,121.12458,31.168198
B2668,121.352783,31.309416
B2676,121.782059,31.090069
B2677,121.491898,31.072948
B2686,121.430824,31.276087
B2690,121.747192,31.084511
B2692,121.25132,31.038181
B2693,121.599998,31.079796
B2696,121.479317,30.908522
B2703,121.21505,31.304152
B2704,121.212173,30.93103
B2713,121.490349,31.313284
B2714,121.349434,30.846281
B2719,121.297829,30.736534
B2722,121.175117,31.278801
B2724,121.407593,31.167688
B2725,121.018799,30.902227
B2727,121.538414,31.292706
B2733,121.591499,31.245743
B2734,121.423409,30.799789
B2735,121.287247,31.333467
B2740,121.395256,31.221849
B2741,121.428146,31.18749
B2749,121.552879,31.26903
B2750,121.575394,31.249857
B2753,121.478783,31.311699
B2758,121.596176,31.202108
B2759,121.533447,30.862631
B2760,121.240433,31.462957
B2762,121.739433,31.50206
B2764,121.250793,31.297844
B2766,121.121628,31.187263
B2768,121.113678,31.115873
B2775,121.40284,31.077318
B2779,121.146652,30.938303
B2781,121.375763,31.176563
B2783,121.496132,31.2565
B2785,121.355072,31.42252
B2787,121.570435,31.363916
B2788,121.568108,31.252941
B2790,121.247971,31.331841
B2795,121.358177,31.234703
B2798,121.233917,31.354248
B2801,121.68367,31.195694
B2809,121.402184,31.427132
B2810,121.764175,31.044626
B2813,121.152321,31.391663
B2815,121.21669,31.017469
B2816,121.255577,31.363829
B2818,121.42437,30.881578
B2819,121.401756,31.6201
B2820,121.444283,31.652918
B2829,121.766525,31.118999
B2832,121.317215,31.066412
B2833,121.551544,31.189848
B2840,121.231529,31.213623
B2843,121.1987,31.33292
B2845,121.762398,31.201338
B2846,121.637589,31.127436
B2847,121.576675,31.156132
B2849,121.449471,31.372494
B2851,121.271469,31.156412
B2852,121.288071,31.194143
B2854,121.454453,30.94211
B2857,121.535156,31.167442
B2861,121.456932,31.191322
B2862,121.579254,31.339245
B2866,121.569725,30.923529
B2867,121.285454,31.111052
B2868,121.503288,31.306198
B2869,121.515533,31.304321
B2870,121.233772,31.042231
B2873,121.491371,31.300833
B2874,121.370499,31.11314
B2880,121.363503,31.358675
B2881,121.858788,30.866226
B2883,121.201042,31.430977
B2884,121.205978,31.15926
B2890,121.764999,31.170858
B2891,121.759819,31.352142
B2892,121.608055,31.33252
B2896,121.340408,31.34874
